0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
737 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
738 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
739 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
740 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
741 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
742 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '66', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '46', '203', '216', '225', '135', '25', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1']
743 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
744 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
745 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
746 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
747 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
748 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
749 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
750 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
751 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '198', '28', '133', '129', '201', '230', '232', '137', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '103']
752 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
753 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
754 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
755 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
756 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
757 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
758 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
759 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
760 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
761 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
762 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '15', '220', '226', '124', '144', '228', '203', '216', '225', '135', '55', '28', '133', '129', '201', '230', '232', '118', '61', '191', '24', '83', '107', '21', '86', '1', '66', '188', '198', '137', '65']
773 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '225', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '24', '185', '15', '82']
774 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '225', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '24', '185', '15', '82']
775 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '225', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '24', '185', '15', '82']
776 ['91', '58', '42', '74', '96', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '225', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '24', '185', '15', '82']
777 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '15', '82', '96', '24', '225', '210']
778 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '15', '82', '96', '24', '225', '210']
779 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '188', '198', '137', '216', '15', '82', '96', '24', '225', '210']
780 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '102']
781 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '102']
782 ['91', '58', '42', '74', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '107', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '102']
783 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '102', '74', '190']
784 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '55', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '102', '74', '190']
785 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
786 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
787 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
788 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
789 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
790 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
791 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
792 ['91', '58', '42', '202', '184', '141', '4', '89', '168', '157', '121', '143', '30', '177', '229', '90', '117', '220', '226', '124', '144', '228', '203', '135', '28', '133', '129', '201', '230', '118', '61', '191', '83', '21', '86', '1', '66', '198', '137', '216', '15', '82', '96', '24', '225', '188', '74', '190', '55', '219']
